data,tags
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll combase.dll rpcrt4.dll advapi32.dll sechost.dll oleaut32.dll imm32.dll user32.dll gdi32.dll msctf.dll tquery.dll msshooks.dll kernel.appcore.dll bcryptprimitives.dll clbcatq.dll cryptsp.dll bcrypt.dll rsaenh.dll cryptbase.dll shcore.dll,normal
 setupapi.dll cfgmgr32.dll devrtl.dll,normal
 ntdll.dll kernel32.dll kernel32.dll user32.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll wow64cpu.dll kernelbase.dll apphelp.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll gdi32.dll user32.dll ole32.dll combase.dll oleaut32.dll shell32.dll windows.storage.dll shlwapi.dll kernel.appcore.dll shcore.dll powrprof.dll profapi.dll ws2_32.dll nsi.dll comctl32.dll wininet.dll mfc42u.dll winmm.dll winmmbase.dll cfgmgr32.dll devobj.dll odbc32.dll dpapi.dll imm32.dll msctf.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll propsys.dll ntmarta.dll policymanager.dll xmllite.dll msvcp110_win.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll msjint40.dll mswstr10.dll cryptsp.dll rsaenh.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll imecfm.dll wer.dll msdadiag.dll msadce.dll msadcer.dll,caidao
 msftedit.dll playtodevice.dll wpdshext.dll ehstorapi.dll wtsapi32.dll portabledeviceapi.dll portabledevicetypes.dll msftedit.dll wpdshext.dll,normal
 aelupsvc.dll,normal
 imageres.dll sfc.dll sfc_os.dll,normal
 msftedit.dll,normal
 ntdll.dll ntdll.dll kernel32.dll kernel32.dll user32.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll comctl32.dll gdi32.dll user32.dll lpk.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll ole32.dll shell32.dll shlwapi.dll shell32.dll shell32.dll shell32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll riched32.dll riched20.dll clbcatq.dll comctl32.dll uxtheme.dll msado15.dll msdart.dll cryptsp.dll rsaenh.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll msadce.dll msadcer.dll,caidao
 ntdll.dll kernel32.dll kernelbase.dll user32.dll msvcrt.dll combase.dll sechost.dll oleaut32.dll advapi32.dll shell32.dll profapi.dll gdi32.dll rpcrt4.dll sspicli.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll cryptsp.dll rsaenh.dll bcrypt.dll imebrokerps.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll rpcrt4.dll combase.dll oleaut32.dll sspicli.dll sechost.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll user32.dll gdi32.dll imm32.dll msctf.dll uxtheme.dll dwmapi.dll clbcatq.dll cryptsp.dll rsaenh.dll bcrypt.dll ole32.dll shell32.dll shlwapi.dll workfoldersshell.dll propsys.dll taskschdps.dll,normal
 msftedit.dll windows.globalization.dll globinputhost.dll tiptsf.dll searchfolder.dll linkinfo.dll structuredquery.dll explorerframe.dll bcp47langs.dll mssprxy.dll actxprxy.dll thumbcache.dll samcli.dll samlib.dll networkexplorer.dll drprov.dll winsta.dll ntlanman.dll davclnt.dll davhlpr.dll cscapi.dll dlnashext.dll playtodevice.dll devdispitemprovider.dll mapi32.dll wpdshext.dll devobj.dll wintrust.dll crypt32.dll msasn1.dll ehstorshell.dll ehstorapi.dll wtsapi32.dll twinapi.dll twinapi.appcore.dll winmm.dll winmmbase.dll msvcp140.dll api-ms-win-crt-runtime-l1-1-0.dll api-ms-win-crt-string-l1-1-0.dll api-ms-win-crt-heap-l1-1-0.dll api-ms-win-crt-stdio-l1-1-0.dll api-ms-win-crt-convert-l1-1-0.dll api-ms-win-crt-locale-l1-1-0.dll api-ms-win-crt-utility-l1-1-0.dll api-ms-win-crt-time-l1-1-0.dll api-ms-win-crt-filesystem-l1-1-0.dll api-ms-win-crt-math-l1-1-0.dll api-ms-win-crt-multibyte-l1-1-0.dll api-ms-win-crt-environment-l1-1-0.dll ucrtbase.dll msi.dll grooveintlresource.dll cscui.dll cscdll.dll ntshrui.dll msftedit.dll mssvp.dll mapi32.dll wpdshext.dll mssvp.dll mapi32.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll combase.dll sechost.dll oleaut32.dll advapi32.dll shell32.dll shlwapi.dll profapi.dll gdi32.dll rpcrt4.dll sspicli.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll cryptsp.dll rsaenh.dll bcrypt.dll imebrokerps.dll ole32.dll version.dll uxtheme.dll,normal
 workfoldersshell.dll skydriveshell.dll devrtl.dll mssvp.dll mapi32.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll user32.dll msvcrt.dll combase.dll sechost.dll oleaut32.dll advapi32.dll shell32.dll shlwapi.dll profapi.dll gdi32.dll rpcrt4.dll sspicli.dll imm32.dll msctf.dll kernel.appcore.dll cryptbase.dll bcryptprimitives.dll clbcatq.dll cryptsp.dll bcrypt.dll imebrokerps.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll kernelbase.dll advapi32.dll gdi32.dll comctl32.dll msvcrt.dll ole32.dll oleaut32.dll shell32.dll user32.dll wininet.dll mfc42u.dll winmm.dll ws2_32.dll sechost.dll rpcrt4.dll combase.dll shlwapi.dll iertutil.dll userenv.dll sspicli.dll profapi.dll cfgmgr32.dll odbc32.dll winmmbase.dll nsi.dll devobj.dll cryptbase.dll bcryptprimitives.dll imm32.dll msctf.dll kernel.appcore.dll uxtheme.dll riched32.dll riched20.dll usp10.dll msls31.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll ntmarta.dll dui70.dll wer.dll shcore.dll tiptsf.dll msado15.dll msdart.dll bcrypt.dll comsvcs.dll authz.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll crypt32.dll msasn1.dll cryptsp.dll rsaenh.dll dpapi.dll msjtes40.dll vbajet32.dll expsrv.dll mswdat10.dll msadrh15.dll msdadiag.dll msadce.dll,caidao
 ntdll.dll kernel32.dll kernelbase.dll user32.dll msvcrt.dll shlwapi.dll combase.dll gdi32.dll rpcrt4.dll sspicli.dll sechost.dll imm32.dll msctf.dll imagehlp.dll shell32.dll uxtheme.dll dwmapi.dll shcore.dll,normal
 wmiapres.dll wmiapres.dll wmiapres.dll ntmarta.dll,normal
 perfts.dll winsta.dll utildll.dll setupapi.dll netapi32.dll netutils.dll srvcli.dll wkscli.dll samcli.dll logoncli.dll browcli.dll wbemprox.dll,normal
 mmdevapi.dll,normal
 dpapi.dll,normal
 msftedit.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernel32.dll apphelp.dll advapi32.dll gdi32.dll comctl32.dll msvcrt.dll ole32.dll oleaut32.dll user32.dll wininet.dll mfc42u.dll winmm.dll sechost.dll rpcrt4.dll ws2_32.dll combase.dll shlwapi.dll iertutil.dll odbc32.dll winmmbase.dll sspicli.dll cryptbase.dll bcryptprimitives.dll nsi.dll imm32.dll uxtheme.dll riched20.dll usp10.dll msls31.dll riched32.dll dwmapi.dll comctl32.dll clbcatq.dll version.dll oleacc.dll propsys.dll profapi.dll ntmarta.dll dui70.dll imecfm.dll wer.dll shcore.dll msado15.dll msdart.dll oledb32.dll bcrypt.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll crypt32.dll msasn1.dll mswstr10.dll msjint40.dll cryptsp.dll rsaenh.dll dpapi.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll expsrv.dll msdadiag.dll imecfm.dll wer.dll msadce.dll msadcer.dll,caidao
 aelupsvc.dll apphelp.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll wow64cpu.dll kernel32.dll kernel32.dll kernel32.dll kernel32.dll user32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll comctl32.dll gdi32.dll user32.dll lpk.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll ole32.dll shell32.dll wininet.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll uxtheme.dll riched32.dll riched20.dll dwmapi.dll comctl32.dll clbcatq.dll shell32.dll shell32.dll shell32.dll tiptsf.dll msado15.dll msdart.dll kernel32.dll cryptsp.dll rpcrtremote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll version.dll vbajet32.dll expsrv.dll msadcer.dll,caidao
 aeevts.dll,normal
 setupapi.dll cfgmgr32.dll devobj.dll,normal
 linkinfo.dll explorerframe.dll ehstorshell.dll cscui.dll cscdll.dll cscapi.dll ntshrui.dll slc.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll ieframe.dll msftedit.dll msls31.dll tiptsf.dll searchfolder.dll structuredquery.dll secur32.dll mssvp.dll mapi32.dll thumbcache.dll psapi.dll shdocvw.dll samlib.dll mssprxy.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll davclnt.dll networkexplorer.dll vmhgfs.dll drprov.dll winsta.dll ntlanman.dll davhlpr.dll imageres.dll wpdshext.dll winmm.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll imageres.dll portabledeviceapi.dll networkitemfactory.dll dtsh.dll firewallapi.dll wintrust.dll portabledevicetypes.dll imageres.dll ehstorapi.dll wbemprox.dll wbemcomn.dll wbemsvc.dll fastprox.dll npmproxy.dll fundisc.dll msxml6.dll fdproxy.dll fdwcn.dll wcnapi.dll fdwnet.dll dfscli.dll dhcpcsvc6.dll dhcpcsvc.dll msftedit.dll mssvp.dll mapi32.dll wpdshext.dll mssvp.dll,normal
 sfc.dll sfc_os.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll wow64cpu.dll kernel32.dll kernelbase.dll apphelp.dll msvcrt.dll advapi32.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll combase.dll ucrtbase.dll iertutil.dll kernel.appcore.dll user32.dll win32u.dll gdi32.dll gdi32full.dll imm32.dll ieframe.dll shlwapi.dll ole32.dll oleaut32.dll msvcp_win.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll profapi.dll netapi32.dll version.dll netutils.dll dsreg.dll msvcp110_win.dll cryptsp.dll wkscli.dll bcrypt.dll comctl32.dll ieshims.dll uxtheme.dll urlmon.dll clbcatq.dll wininet.dll ws2_32.dll mshtml.dll tokenbinding.dll ieproxy.dll dwmapi.dll msctf.dll ondemandconnroutehelper.dll winhttp.dll mswsock.dll winnsi.dll nsi.dll crypt32.dll msasn1.dll dhcpcsvc6.dll dhcpcsvc.dll ieui.dll d2d1.dll dwrite.dll secur32.dll mlang.dll propsys.dll dataexchange.dll d3d11.dll dcomp.dll ieapfltr.dll twinapi.appcore.dll resourcepolicyclient.dll dnsapi.dll onecorecommonproxystub.dll sxs.dll rasadhlp.dll srpapi.dll ninput.dll jscript9.dll msimg32.dll ieadvpack.dll cryptui.dll setupapi.dll,normal
 msftedit.dll wpdshext.dll,normal
 locationframeworkps.dll deviceaccess.dll,normal
 sfc_os.dll setupapi.dll devrtl.dll sfc.dll,normal
 ntdll.dll kernelbase.dll apphelp.dll user32.dll win32u.dll gdi32.dll gdi32full.dll shcore.dll ucrtbase.dll bcryptprimitives.dll advapi32.dll sechost.dll imm32.dll kernel.appcore.dll ieframe.dll shlwapi.dll ole32.dll oleaut32.dll msvcp_win.dll shell32.dll cfgmgr32.dll windows.storage.dll powrprof.dll profapi.dll netapi32.dll version.dll netutils.dll dsreg.dll wkscli.dll cryptsp.dll bcrypt.dll msvcp110_win.dll kernel32.dll msvcrt.dll comdlg32.dll uxtheme.dll msctf.dll dwmapi.dll wininet.dll sspicli.dll tokenbinding.dll combase.dll ws2_32.dll ondemandconnroutehelper.dll winhttp.dll rpcrt4.dll mswsock.dll nsi.dll clbcatq.dll ieproxy.dll iertutil.dll dnsapi.dll rasadhlp.dll ieshims.dll urlmon.dll cryptbase.dll crypt32.dll msasn1.dll ieapfltr.dll winnsi.dll dhcpcsvc6.dll dhcpcsvc.dll rsaenh.dll slc.dll oleacc.dll coml2.dll ieui.dll dataexchange.dll dcomp.dll dxgi.dll twinapi.appcore.dll explorerframe.dll msimg32.dll windowscodecs.dll d3d11.dll onecorecommonproxystub.dll secur32.dll mlang.dll slc.dll sppc.dll wintrust.dll imagehlp.dll gpapi.dll cryptnet.dll,normal
 ntdll.dll kernel32.dll kernel32.dll user32.dll comctl32.dll mfc42u.dll odbc32.dll dpapi.dll ws2_32.dll winmm.dll winmmbase.dll winmmbase.dll ntdll.dll wow64.dll wow64win.dll riched32.dll riched20.dll kernel32.dll kernel32.dll wow64cpu.dll usp10.dll msls31.dll msctf.dll dwmapi.dll kernelbase.dll apphelp.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll bcryptprimitives.dll gdi32.dll gdi32full.dll user32.dll win32u.dll combase.dll ucrtbase.dll msvcp_win.dll oleacc.dll ncrypt.dll ntasn1.dll policymanager.dll msvcp110_win.dll dui70.dll imecfm.dll wer.dll tiptsf.dll msado15.dll msdart.dll oledb32.dll comsvcs.dll msjetoledb40.dll msjet40.dll msjter40.dll mswstr10.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll shell32.dll vbajet32.dll expsrv.dll cfgmgr32.dll windows.storage.dll powrprof.dll shlwapi.dll kernel.appcore.dll shcore.dll profapi.dll msdadiag.dll wininet.dll imm32.dll wer.dll uxtheme.dll msadce.dll msadcer.dll comctl32.dll clbcatq.dll version.dll iertutil.dll propsys.dll msasn1.dll bcrypt.dll actxprxy.dll urlmon.dll windows.shell.servicehostbuilder.dll wintypes.dll ieframe.dll netapi32.dll netutils.dll dsreg.dll cryptsp.dll wkscli.dll edputil.dll secur32.dll mlang.dll ieproxy.dll,caidao
 sfc.dll sfc_os.dll sfc.dll sfc_os.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll gdi32.dll user32.dll lpk.dll usp10.dll nsi.dll winnsi.dll comctl32.dll shlwapi.dll shell32.dll secur32.dll sspicli.dll uxtheme.dll wevtapi.dll credui.dll vdmdbg.dll imm32.dll msctf.dll slc.dll dwmapi.dll ole32.dll cryptbase.dll oleaut32.dll oleacc.dll imecfm.dll version.dll winsta.dll utildll.dll setupapi.dll cfgmgr32.dll devobj.dll netapi32.dll netutils.dll srvcli.dll wkscli.dll logoncli.dll browcli.dll samcli.dll propsys.dll dhcpcsvc6.dll ws2_32.dll dhcpcsvc.dll wtsapi32.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll ole32.dll gdi32.dll user32.dll lpk.dll usp10.dll rpcrt4.dll imm32.dll cryptbase.dll clbcatq.dll advapi32.dll sechost.dll oleaut32.dll cryptsp.dll rsaenh.dll rpcrtremote.dll uxtheme.dll thumbcache.dll shell32.dll shlwapi.dll comctl32.dll psapi.dll propsys.dll,normal
 msftedit.dll mssvp.dll mapi32.dll wpdshext.dll audiodev.dll mssvp.dll mapi32.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll ole32.dll gdi32.dll user32.dll lpk.dll rpcrt4.dll imm32.dll msctf.dll cryptbase.dll clbcatq.dll advapi32.dll sechost.dll oleaut32.dll cryptsp.dll rsaenh.dll rpcrtremote.dll uxtheme.dll thumbcache.dll shell32.dll shlwapi.dll comctl32.dll psapi.dll propsys.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll sechost.dll rpcrt4.dll comctl32.dll gdi32.dll user32.dll lpk.dll usp10.dll mfc42u.dll ole32.dll oleaut32.dll odbc32.dll shell32.dll shlwapi.dll wininet.dllnormaliz.dll urlmon.dll crypt32.dll msasn1.dll iertutil.dll winmm.dll ws2_32.dll nsi.dll imm32.dll msctf.dll odbcint.dll cryptbase.dll uxtheme.dll riched32.dll riched20.dll dwmapi.dll comctl32.dll clbcatq.dll oleacc.dll imecfm.dll version.dll tiptsf.dll msado15.dll cryptsp.dll rsaenh.dll rpcrtremote.dll oledb32.dll bcrypt.dll oledb32r.dll comsvcs.dll atl.dll bcryptprimitives.dll msjetoledb40.dll msjet40.dll mswstr10.dll msjter40.dll msjint40.dll msadox.dll msadrh15.dll msjtes40.dll vbajet32.dll imecfm.dll msadce.dll msadcer.dll,caidao
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll oleaut32.dll combase.dll ole32.dll gdi32.dll user32.dll userenv.dll profapi.dll mpclient.dll msasn1.dll version.dll cabinet.dll sspicli.dll secur32.dll wintrust.dll gpapi.dll,normal
 windows.security.authentication.onlineid.dll windows.networking.connectivity.dll npmproxy.dll nsi.dll winnsi.dll wlanapi.dll wwapi.dll wcmapi.dll rmclient.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll conhostv1.dll user32.dll gdi32.dll imm32.dll msctf.dll oleaut32.dll combase.dll rpcrt4.dll kernel.appcore.dll bcryptprimitives.dll clbcatq.dll sechost.dll,normal
 linkinfo.dll msftedit.dll windows.globalization.dll bcp47langs.dll globinputhost.dll structuredquery.dll mssvp.dll mapi32.dll explorerframe.dll thumbcache.dll tiptsf.dll mssprxy.dll windows.storage.search.dll searchfolder.dll actxprxy.dll samcli.dll samlib.dll coml2.dll drprov.dll winsta.dll winmm.dll devobj.dll ntlanman.dll davclnt.dll davhlpr.dll setupapi.dll cscapi.dll dlnashext.dll wintrust.dll msasn1.dll crypt32.dll playtodevice.dll winmmbase.dll ehstorshell.dll cscui.dll networkexplorer.dll devdispitemprovider.dll wpdshext.dll portabledeviceapi.dll portabledevicetypes.dll ehstorapi.dll wtsapi32.dll ntshrui.dll,normal
 ntdll.dll ntdll.dll wow64.dll wow64win.dll kernel32.dll kernel32.dll kernel32.dll user32.dll wow64cpu.dll kernel32.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll sspicli.dll cryptbase.dll gdi32.dll user32.dll ole32.dll combase.dll oleaut32.dll shell32.dll windows.storage.dll shlwapi.dll kernel.appcore.dll shcore.dll powrprof.dll profapi.dll ws2_32.dll nsi.dll comctl32.dll mfc42u.dll wininet.dll winmm.dll odbc32.dll winmmbase.dll cfgmgr32.dll dpapi.dll devobj.dll imm32.dll msctf.dll,caidao
 kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll oleaut32.dll combase.dll ole32.dll gdi32.dll user32.dll secur32.dll userenv.dll profapi.dll mpclient.dll wintrust.dll msasn1.dll crypt32.dll version.dll cabinet.dll sspicli.dll gpapi.dll kernel.appcore.dll bcryptprimitives.dll clbcatq.dll netprofm.dll nsi.dll cryptsp.dll bcrypt.dll cryptbase.dll npmproxy.dll netprofm.dll nsi.dll npmproxy.dll netprofm.dll nsi.dll npmproxy.dll ws2_32.dll nsi.dll mpcommu.dll shlwapi.dll ondemandconnroutehelper.dll winnsi.dll winhttp.dll dhcpcsvc6.dll dhcpcsvc.dll mswsock.dll webio.dll dnsapi.dll rasadhlp.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll advapi32.dll msvcrt.dll sechost.dll rpcrt4.dll oleaut32.dll ole32.dll gdi32.dll user32.dll secur32.dll userenv.dll profapi.dll mpclient.dll wintrust.dll msasn1.dll crypt32.dll version.dll cabinet.dll sspicli.dll gpapi.dll ws2_32.dll nsi.dll shlwapi.dll winhttp.dll mpcommu.dll kernel.appcore.dll bcryptprimitives.dll clbcatq.dll wuapi.dll shcore.dll wups.dll cryptsp.dll bcrypt.dll rsaenh.dll cryptbase.dll wups.dll windows.storage.dll powrprof.dll policymanager.dll msvcp110_win.dll xmllite.dll,normal
 ntdll.dll kernel32.dll kernelbase.dll msvcrt.dll combase.dll rpcrt4.dll oleaut32.dll shcore.dll wer.dll sechost.dll advapi32.dll user32.dll gdi32.dll cryptsp.dll bcrypt.dll rsaenh.dll cryptbase.dll bcryptprimitives.dll,normal
 srumapi.dll srumapi.dll,normal
 wups.dll iertutil.dll configmanager2.dll dmoleaututils.dll enterpriseresourcemanager.dll dmenrollengine.dll dmcsps.dll dmcfgutils.dll omadmapi.dll dmxmlhelputils.dll iri.dll dmapisetextimpl.dll msauserext.dll wlidsvc.dll clipc.dll msxml6.dll cryptngc.dll msvcp_win.dll ucrtbase.dll,normal
 searchfolder.dll,normal
